2021-07-05 11:37:49,825 INFO    : log id: 20210705_113749
2021-07-05 11:37:49,825 INFO    : 2-way-1-shot Few-Shot Relation Classification
2021-07-05 11:37:49,825 INFO    : model: GCAModel
2021-07-05 11:37:49,825 INFO    : encoder: bert
2021-07-05 11:37:49,825 INFO    : max_length: 200
2021-07-05 11:37:49,825 INFO    : ##############################
2021-07-05 11:37:49,825 INFO    : roberta: None
2021-07-05 11:37:49,825 INFO    : Q: 1
2021-07-05 11:37:49,825 INFO    : source domain: dvd_reviews
2021-07-05 11:37:49,825 INFO    : target domain: book_reviews
2021-07-05 11:37:49,825 INFO    : start_train_prototypical: -1
2021-07-05 11:37:49,825 INFO    : start_train_adv: 500000
2021-07-05 11:37:49,825 INFO    : start_train_dis: -1
2021-07-05 11:37:49,825 INFO    : ##############################
2021-07-05 11:38:05,146 INFO    : epoch   0: train D loss: 0.7126, train F loss: 2.2074, acc 0.2172
2021-07-05 11:38:16,411 INFO    : epoch   1: train D loss: 0.6976, train F loss: 2.2067, acc 0.2222
2021-07-05 11:38:27,517 INFO    : epoch   2: train D loss: 0.6965, train F loss: 2.2066, acc 0.2233
2021-07-05 11:38:38,636 INFO    : epoch   3: train D loss: 0.6952, train F loss: 2.2063, acc 0.2261
2021-07-05 11:38:49,497 INFO    : epoch   4: train D loss: 0.6955, train F loss: 2.2078, acc 0.2150
2021-07-05 11:39:00,543 INFO    : epoch   5: train D loss: 0.6947, train F loss: 2.2070, acc 0.2172
2021-07-05 11:39:11,592 INFO    : epoch   6: train D loss: 0.6945, train F loss: 2.2063, acc 0.2222
2021-07-05 11:39:22,445 INFO    : epoch   7: train D loss: 0.6946, train F loss: 2.2065, acc 0.2200
2021-07-05 11:39:33,405 INFO    : epoch   8: train D loss: 0.6947, train F loss: 2.2072, acc 0.2200
2021-07-05 11:39:44,279 INFO    : epoch   9: train D loss: 0.6944, train F loss: 2.2073, acc 0.2156
2021-07-05 11:39:55,210 INFO    : epoch  10: train D loss: 0.6951, train F loss: 2.2077, acc 0.2117
2021-07-05 11:40:06,296 INFO    : epoch  11: train D loss: 0.6943, train F loss: 2.2070, acc 0.2211
2021-07-05 11:40:17,303 INFO    : epoch  12: train D loss: 0.6945, train F loss: 2.2062, acc 0.2183
